,RegionName,InventoryRaw_AllHomes
3749658,del_rioval_verdetx,192.0
3749659,delancoburlingtonnj,48.0
3749660,delandvolusiafl,280.0
3749662,delanowrightmn,32.0
3749664,delaware_citynew_castlede,4.0
3749665,delaware_townshiphunterdonnj,32.0
3749669,delawaredelawareoh,140.0
3749671,delawaresullivanny,39.0
3749673,delhi_townshipinghammi,60.0
3749681,delmartiogapa,20.0
3749682,delmarwicomicomd,44.0
3749684,delphicarrollin,16.0
3749686,delranburlingtonnj,60.0
3749687,delray_beachpalm_beachfl,1759.0
3749688,delta_townshipeatonmi,25.0
3749690,deltafultonoh,17.0
3749693,deltonavolusiafl,247.0
3749694,deltonbarrymi,34.0
3749695,demarestbergennj,42.0
3749696,deminglunanm,174.0
3749697,demingwhatcomwa,31.0
3749699,demoresthabershamga,40.0
3749700,demottejasperin,61.0
3749704,denisongraysontx,119.0
3749708,dennisbarnstablema,153.0
3749711,denthamiltonoh,47.0
3749713,dentondavidsonnc,34.0
3749714,dentondentontx,264.0
3749718,denverdenverco,1132.0
3749719,denverlancasterpa,37.0
3749720,denverlincolnnc,232.0
3749722,denvillemorrisnj,54.0
3749724,depewerieny,24.0
3749725,depoe_baylincolnor,64.0
3749726,deptford_townshipgloucesternj,163.0
3749729,derbynew_havenct,38.0
3749731,derbysedgwickks,100.0
3749732,deridderbeauregardla,114.0
3749733,derry_townshipdauphinpa,21.0
3749735,derry_townshipwestmorelandpa,47.0
3749736,derryrockinghamnh,54.0
3749737,derwoodmontgomerymd,54.0
3749739,des_moineskingwa,35.0
3749740,des_moinespolkia,510.0
3749742,des_plainescookil,184.0
3749744,desert_hot_springsriversideca,238.0
3749746,deslogesaint_francoismo,17.0
3749747,desotodallastx,84.0
3749748,destinokaloosafl,496.0
3749749,destrehansaint_charlesla,20.0
3749752,detroitwaynemi,2177.0
3749756,dewey_beachsussexde,38.0
3749757,dewey_humboldtyavapaiaz,32.0
3749759,dewitt_townshipclintonmi,74.0
3749764,dexterjeffersonny,20.0
3749767,dexterwashtenawmi,78.0
3749768,diamond_barlos_angelesca,116.0
3749772,diamondheadhancockms,298.0
3749774,dianaharrisontx,28.0
3749775,dibervilleharrisonms,39.0
3749778,dickinson_townshipcumberlandpa,16.0
3749780,dickinsongalvestontx,72.0
3749787,dightonbristolma,26.0
3749795,dillwynbuckinghamva,29.0
3749799,dingman_townshippikepa,168.0
3749802,discovery_baycontra_costaca,56.0
3749803,disputantaprince_georgeva,17.0
3749804,district_heightsprince_georgesmd,68.0
3749806,dividetellerco,27.0
3749807,dix_hillssuffolkny,122.0
3749810,dixonpulaskimo,61.0
3749813,dobbs_ferrywestchesterny,20.0
3749815,doctor_phillipsorangefl,66.0
3749819,dodgevilleiowawi,32.0
3749825,doloresmontezumaco,72.0
3749826,doltoncookil,125.0
3749833,donnahidalgotx,41.0
3749835,donorawashingtonpa,34.0
3749836,doralmiami_dadefl,912.0
3749837,doravilledekalbga,18.0
3749840,dorsetbenningtonvt,45.0
3749843,dothanhoustonal,560.0
3749846,douglasalleganmi,18.0
3749847,douglascochiseaz,91.0
3749852,douglass_townshipmontgomerypa,12.0
3749854,douglasvilledouglasga,397.0
3749855,douglasworcesterma,32.0
3749857,dover_townshipyorkpa,41.0
3749859,doverdutchessny,37.0
3749860,doverhillsboroughfl,42.0
3749861,doverkentde,144.0
3749862,dovermorrisnj,28.0
3749864,doverpopear,38.0
3749866,doverstewarttn,40.0
3749867,doverstraffordnh,84.0
3749870,dowagiaccassmi,129.0
3749875,downers_grovedu_pageil,234.0
3749876,downeylos_angelesca,82.0
3749877,downingtownchesterpa,26.0
3749882,doylestown_townshipbuckspa,86.0
3749886,dracutmiddlesexma,46.0
3749888,drakelarimerco,19.0
3749890,draperpulaskiva,16.0
3749891,drapersalt_lakeut,120.0
3749895,dresdenlincolnme,6.0
3749898,dresserpolkwi,7.0
3749899,drexel_hilldelawarepa,122.0
3749902,driftwoodhaystx,46.0
3749904,dripping_springshaystx,136.0
3749905,druid_hillsdekalbga,46.0
3749910,dry_ridgegrantky,34.0
3749912,drydenlapeermi,20.0
3749916,dublinalamedaca,28.0
3749918,dublinerathtx,34.0
3749919,dublinfranklinoh,163.0
3749920,dublinlaurensga,107.0
3749921,dublinpulaskiva,25.0
3749928,duckdarenc,129.0
3749930,dudleyworcesterma,17.0
3749933,duluthgwinnettga,206.0
3749934,duluthsaint_louismn,164.0
3749937,dumfriesprince_williamva,122.0
3749939,dumontbergennj,43.0
3749944,duncanspartanburgsc,119.0
3749945,duncanstephensok,216.0
3749946,duncanvilledallastx,34.0
3749948,dundalkbaltimoremd,168.0
3749950,dundeemonroemi,32.0
3749955,dunedinpinellasfl,180.0
3749956,dunellenmiddlesexnj,22.0
3749957,dunes_citylaneor,20.0
3749960,dunkirkcalvertmd,21.0
3749964,dunlappeoriail,59.0
3749965,dunlapsequatchietn,74.0
3749968,dunndanewi,15.0
3749969,dunnelloncitrusfl,301.0
3749971,dunnharnettnc,72.0
3749973,dunnsvilleessexva,16.0
3749976,dunwoodydekalbga,116.0
3749979,duposaint_clairil,10.0
3749981,durandpepinwi,26.0
3749982,durandshiawasseemi,18.0
3749984,durangola_plataco,394.0
3749990,durhamdurhamnc,489.0
3749992,durhammiddlesexct,45.0
3749995,duvallkingwa,14.0
3750000,dyerlakein,39.0
3750001,dyersburgdyertn,100.0
3750003,eagandakotamn,100.0
3750010,eagle_mountaintarranttx,20.0
3750011,eagle_mountainutahut,84.0
3750013,eagle_pointjacksonor,82.0
3750014,eagle_rivervilaswi,178.0
3750017,eagleadaid,240.0
3750027,earlevillececilmd,52.0
3750032,earlysvillealbemarleva,40.0
3750035,easleypickenssc,222.0
3750037,east_altonmadisonil,42.0
3750038,east_amwell_townshiphunterdonnj,32.0
3750039,east_auroraerieny,32.0
3750041,east_bendyadkinnc,8.0
3750044,east_bethelanokamn,26.0
3750047,east_brainerdhamiltontn,64.0
3750048,east_brandywine_townshipchesterpa,48.0
3750049,east_bridgewaterplymouthma,34.0
3750050,east_brunswickmiddlesexnj,186.0
3750060,east_coventry_townshipchesterpa,18.0
3750064,east_dublinlaurensga,14.0
3750067,east_earllancasterpa,14.0
3750068,east_fallowfield_townshipchesterpa,28.0
3750069,east_falmouthbarnstablema,126.0
3750070,east_fishkilldutchessny,127.0
3750075,east_glenvilleschenectadyny,23.0
3750076,east_granbyhartfordct,31.0
3750078,east_grand_rapidskentmi,43.0
3750079,east_greenbushrensselaerny,61.0
3750080,east_greenvillemontgomerypa,14.0
3750081,east_greenwich_townshipgloucesternj,62.0
3750082,east_greenwichkentri,90.0
3750085,east_haddammiddlesexct,54.0
3750087,east_hamptonmiddlesexct,98.0
3750089,east_hanover_townshipdauphinpa,8.0
3750091,east_hanovermorrisnj,25.0
3750092,east_hartfordhartfordct,130.0
3750093,east_havennew_havenct,132.0
3750096,east_hempfield_townshiplancasterpa,50.0
3750097,east_highland_parkhenricova,23.0
3750101,east_huntingdon_townshipwestmorelandpa,14.0
3750102,east_jordancharlevoixmi,54.0
3750106,east_lake_orient_parkhillsboroughfl,10.0
3750107,east_lampeter_townshiplancasterpa,24.0
3750108,east_lansdownedelawarepa,10.0
3750109,east_lansinginghammi,88.0
3750112,east_longmeadowhampdenma,57.0
3750113,east_los_angeleslos_angelesca,30.0
3750114,east_lymenew_londonct,50.0
3750115,east_machiaswashingtonme,24.0
3750117,east_marionsuffolkny,12.0
3750118,east_marlborough_townshipchesterpa,48.0
3750120,east_meadownassauny,60.0
3750121,east_millcreeksalt_lakeut,21.0
3750125,east_morichessuffolkny,58.0
3750127,east_norritonmontgomerypa,51.0
3750128,east_northportsuffolkny,64.0
3750131,east_orangeessexnj,166.0
3750132,east_palatkaputnamfl,20.0
3750135,east_penn_townshipcarbonpa,8.0
3750136,east_pennsborocumberlandpa,34.0
3750137,east_peoriatazewellil,127.0
3750139,east_pikeland_townshipchesterpa,18.0
3750141,east_pointfultonga,112.0
3750142,east_providenceprovidenceri,119.0
3750143,east_quoguesuffolkny,94.0
3750144,east_ridgehamiltontn,56.0
3750147,east_rockawaynassauny,42.0
3750151,east_sandwichbarnstablema,46.0
3750154,east_stroudsburgmonroepa,268.0
3750160,east_vincent_townshipchesterpa,24.0
3750161,east_washingtonwashingtonpa,14.0
3750168,east_windsormercernj,46.0
3750169,east_yorkyorkpa,36.0
3750172,eastchesterwestchesterny,100.0
3750174,easthambarnstablema,48.0
3750176,eastlakelakeoh,82.0
3750177,eastlandeastlandtx,52.0
3750179,eastonbristolma,46.0
3750180,eastonfairfieldct,90.0
3750182,eastonnorthamptonpa,61.0
3750183,eastontalbotmd,263.0
3750186,eastpointfranklinfl,138.0
3750187,eastportsuffolkny,54.0
3750188,eastportwashingtonme,23.0
3750189,eastsoundsan_juanwa,50.0
3750190,easttown_townshipchesterpa,57.0
3750194,eastwoodkalamazoomi,14.0
3750195,eaton_rapidseatonmi,54.0
3750200,eatonprebleoh,54.0
3750201,eatons_necksuffolkny,10.0
3750202,eatontonputnamga,321.0
3750203,eatontownmonmouthnj,42.0
3750205,eatonvillepiercewa,32.0
3750207,eau_claireberrienmi,24.0
3750208,eau_claireeau_clairewi,219.0
3750212,eclecticelmoreal,43.0
3750213,economybeaverpa,29.0
3750220,eden_islesaint_tammanyla,91.0
3750221,eden_prairiehennepinmn,146.0
3750223,edenfond_du_lacwi,16.0
3750226,edentonchowannc,156.0
3750227,edenweberut,88.0
3750230,edgarmarathonwi,12.0
3750231,edgartowndukesma,86.0
3750233,edgefieldedgefieldsc,22.0
3750234,edgemerebaltimoremd,32.0
3750237,edgemoornew_castlede,16.0
3750239,edgertonrockwi,36.0
3750241,edgewater_parkburlingtonnj,30.0
3750242,edgewateranne_arundelmd,132.0
3750243,edgewaterbergennj,132.0
3750246,edgewatervolusiafl,161.0
3750248,edgewoodashtabulaoh,14.0
3750249,edgewoodharfordmd,78.0
3750253,edgewoodpiercewa,35.0
3750254,edgewoodsanta_fenm,58.0
3750255,edgewoodvan_zandttx,20.0
3750256,edgeworthalleghenypa,8.0
3750257,edgmont_townshipdelawarepa,14.0
3750258,edinahennepinmn,185.0
3750259,edinboroeriepa,22.0
3750261,edinburghidalgotx,294.0
3750262,edinburghjohnsonin,13.0
3750264,edinburgshenandoahva,42.0
3750266,edisonmiddlesexnj,234.0
3750268,edisto_beachcolletonsc,104.0
3750270,edmondoklahomaok,1365.0
3750271,edmondssnohomishwa,48.0
3750276,edwardsburgcassmi,48.0
3750277,edwardseagleco,170.0
3750282,edwardsvillemadisonil,141.0
3750285,effinghamcarrollnh,16.0
3750287,effortmonroepa,44.0
3750290,egg_harbor_townshipatlanticnj,322.0
3750291,egg_harbordoorwi,122.0
3750292,egremontberkshirema,24.0
3750293,egypt_lake_letohillsboroughfl,50.0
3750294,eight_milemobileal,15.0
3750296,el_cajonsan_diegoca,192.0
3750297,el_campowhartontx,74.0
3750299,el_centroimperialca,66.0
3750301,el_dorado_hillsel_doradoca,98.0
3750303,el_doradobutlerks,60.0
3750307,el_miragemaricopaaz,65.0
3750308,el_montelos_angelesca,34.0
3750309,el_pasoel_pasotx,2697.0
3750314,el_renocanadianok,52.0
3750321,elbertabaldwinal,48.0
3750322,elbertel_pasoco,44.0
3750323,elbertonelbertga,13.0
3750324,elburnkaneil,39.0
3750325,eldonmillermo,21.0
3750331,eldridgelacledemo,6.0
3750336,elevaeau_clairewi,14.0
3750337,elfridacochiseaz,19.0
3750339,elgincomancheok,28.0
3750340,elginkaneil,260.0
3750341,elginkershawsc,153.0
3750345,eliotyorkme,32.0
3750346,elizabeth_citypasquotanknc,263.0
3750347,elizabeth_townshipalleghenypa,53.0
3750349,elizabethelbertco,26.0
3750352,elizabethtoncartertn,100.0
3750356,elizabethtownlancasterpa,28.0
3750357,elizabethunionnj,167.0
3750361,elk_creekgraysonva,20.0
3750362,elk_grove_villagecookil,84.0
3750363,elk_grovesacramentoca,156.0
3750364,elk_mounddunnwi,12.0
3750365,elk_rapidsantrimmi,17.0
3750367,elk_riversherburnemn,56.0
3750370,elk_townshipgloucesternj,38.0
3750373,elkhartelkhartin,278.0
3750375,elkhornwalworthwi,32.0
3750376,elkinsrandolphwv,54.0
3750377,elkinsurrync,34.0
3750380,elkmontlimestoneal,30.0
3750381,elko_new_marketscottmn,23.0
3750382,elkoelkonv,116.0
3750383,elkridgehowardmd,82.0
3750385,elktoncecilmd,172.0
3750386,elktonrockinghamva,48.0
3750387,elktonsaint_johnsfl,39.0
3750390,ellabellbryanga,31.0
3750394,ellensburgkittitaswa,69.0
3750396,ellenvilleulsterny,36.0
3750397,ellerslieharrisga,23.0
3750399,ellettsvillemonroein,50.0
3750400,ellicott_cityhowardmd,210.0
3750401,ellijaygilmerga,346.0
3750403,ellingtontollandct,66.0
3750409,ellisvillesaint_louismo,40.0
3750410,elloreeorangeburgsc,32.0
3750414,ellsworthhancockme,79.0
3750415,ellsworthpiercewi,23.0
3750416,ellwood_citylawrencepa,69.0
3750417,elm_citywilsonnc,17.0
3750419,elm_grovewaukeshawi,18.0
3750421,elmaerieny,32.0
3750422,elmagrays_harborwa,16.0
3750424,elmhurstdu_pageil,194.0
3750425,elmiraantrimmi,10.0
3750426,elmontnassauny,88.0
3750430,elmwood_parkbergennj,52.0
3750431,elmwood_parkcookil,85.0
3750435,elmwoodpiercewi,5.0
3750437,elonalamancenc,24.0
3750439,eloypinalaz,28.0
3750440,elroyjuneauwi,15.0
3750442,elsberrylincolnmo,28.0
3750443,elsieclintonmi,10.0
3750444,elsinboro_townshipsalemnj,16.0
3750446,elsmerenew_castlede,14.0
3750451,elwoodmadisonin,44.0
3750452,elwoodwillil,12.0
3750454,elyrialorainoh,223.0
3750460,emerald_islecarteretnc,154.0
3750463,emersonbergennj,20.0
3750467,eminencehenryky,10.0
3750468,emmauslehighpa,18.0
3750469,emmett_townshipcalhounmi,26.0
3750470,emmettgemid,56.0
3750474,empireleelanaumi,19.0
3750478,encinitassan_diegoca,80.0
3750482,enfieldhartfordct,164.0
3750485,englewood_cliffsbergennj,48.0
3750486,englewoodarapahoeco,54.0
3750487,englewoodbergennj,136.0
3750490,englewoodmontgomeryoh,34.0
3750491,englewoodsarasotafl,480.0
3750493,englishtownmonmouthnj,4.0
3750494,enidgarfieldok,282.0
3750495,ennisellistx,30.0
3750496,enochironut,25.0
3750497,enolacumberlandpa,13.0
3750498,enonclarkoh,10.0
3750499,enoreespartanburgsc,6.0
3750501,enterprisecoffeeal,230.0
3750504,enumclawkingwa,38.0
3750506,ephrata_townshiplancasterpa,40.0
3750507,ephratagrantwa,29.0
3750509,epsommerrimacknh,11.0
3750511,epworthfanninga,19.0
3750516,erieeriepa,474.0
3750517,erieneoshoks,8.0
3750518,erieweldco,130.0
3750522,erinwashingtonwi,18.0
3750523,erlangerkentonky,36.0
3750524,ermacape_maynj,32.0
3750528,erwinharnettnc,28.0
3750530,erwinunicoitn,42.0
3750533,escondidosan_diegoca,224.0
3750535,eskocarltonmn,3.0
3750536,esmontalbemarleva,15.0
3750537,espanolario_arribanm,57.0
3750541,essex_junctionchittendenvt,21.0
3750542,essexbaltimoremd,142.0
3750543,essexchittendenvt,36.0
3750544,essexmiddlesexct,86.0
3750546,estacadaclackamasor,53.0
3750548,esteroleefl,208.0
3750549,estes_parklarimerco,75.0
3750550,estill_springsfranklintn,41.0
3750559,euclidcuyahogaoh,180.0
3750560,eudoradouglasks,20.0
3750561,eufaulabarboural,114.0
3750564,eugenelaneor,336.0
3750565,euharleebartowga,17.0
3750566,eulesstarranttx,72.0
3750568,eunicesaint_landryla,91.0
3750569,eureka_springscarrollar,196.0
3750574,eurekawoodfordil,24.0
3750575,eustacehendersontx,25.0
3750577,eustislakefl,138.0
3750578,eutawvilleorangeburgsc,17.0
3750584,evanserieny,34.0
3750585,evanstoncookil,202.0
3750589,evansvillevanderburghin,725.0
3750591,evartosceolami,71.0
3750595,everettmiddlesexma,16.0
3750596,everettsnohomishwa,110.0
3750598,evergreen_parkcookil,71.0
3750599,evergreenjeffersonco,106.0
3750602,eveshamburlingtonnj,162.0
3750603,evingtoncampbellva,30.0
3750604,ewa_beachhonoluluhi,174.0
3750605,ewingmercernj,141.0
3750606,excelsior_springsclaymo,88.0
3750608,exeter_townshipberkspa,55.0
3750610,exetertulareca,14.0
3750615,extonchesterpa,12.0
3750617,fabensel_pasotx,14.0
3750618,fabernelsonva,12.0
3750621,fair_havenmonmouthnj,30.0
3750623,fair_lawnbergennj,76.0
3750624,fair_oaks_ranchbexartx,108.0
3750626,fair_plainberrienmi,44.0
3750627,fair_playoconeesc,43.0
3750629,fairbanksfairbanks_north_starak,96.0
3750630,fairborngreeneoh,104.0
3750631,fairburnfultonga,252.0
3750635,fairdalejeffersonky,11.0
3750636,fairfaxfairfaxva,346.0
3750637,fairfaxfranklinvt,24.0
3750643,fairfield_bayvan_burenar,110.0
3750645,fairfield_townshipcumberlandnj,24.0
3750648,fairfieldbutleroh,53.0
3750649,fairfieldessexnj,26.0
3750650,fairfieldfairfieldct,378.0
3750652,fairfieldfreestonetx,28.0
3750653,fairfieldjeffersonal,42.0
3750655,fairfieldrockbridgeva,24.0
3750659,fairhavenbristolma,38.0
3750660,fairhopebaldwinal,428.0
3750662,fairlandshelbyin,8.0
3750663,fairlawnsummitoh,28.0
3750667,fairmontmarionwv,137.0
3750668,fairmontmartinmn,43.0
3750675,fairmounthamiltontn,10.0
3750676,fairmountonondagany,33.0
3750680,fairport_harborlakeoh,17.0
3750682,fairview_heightssaint_clairil,92.0
3750684,fairview_parkcuyahogaoh,50.0
3750686,fairview_shoresorangefl,28.0
3750688,fairview_townshipyorkpa,27.0
3750689,fairviewbergennj,32.0
3750690,fairviewbuncombenc,74.0
3750691,fairviewcollintx,43.0
3750692,fairvieweriepa,60.0
3750697,fairviewwalkerga,16.0
3750701,fairwoodspokanewa,6.0
3750707,falkvillemorganal,14.0
3750711,fall_riverbristolma,116.0
3750712,fall_rivercolumbiawi,10.0
3750713,fallbrooksan_diegoca,158.0
3750714,falling_watersberkeleywv,62.0
3750715,fallonchurchillnv,58.0
3750716,fallowfield_townshipwashingtonpa,20.0
3750717,falls_churchfairfaxva,255.0
3750718,falls_of_roughgraysonky,22.0
3750719,falls_townshipbuckspa,14.0
3750720,fallstonharfordmd,50.0
3750723,falmouthpendletonky,24.0
3750726,fanwoodunionnj,19.0
3750727,fargocassnd,381.0
3750734,farmersvillecollintx,8.0
3750738,farmingdalenassauny,58.0
3750739,farmington_hillsoaklandmi,183.0
3750742,farmingtondakotamn,52.0
3750743,farmingtondavisut,46.0
3750745,farmingtonhartfordct,150.0
3750747,farmingtonontariony,28.0
3750748,farmingtonsaint_francoismo,92.0
3750749,farmingtonsan_juannm,372.0
3750751,farmingtonwashingtonwi,18.0
3750752,farmingvillesuffolkny,38.0
3750754,farmvillepittnc,36.0
3750755,farmvilleprince_edwardva,80.0
3750756,farnhamrichmondva,12.0
3750758,farragutknoxtn,133.0
3750759,farrellmercerpa,36.0
3750760,farwellclaremi,58.0
3750762,faterockwalltx,74.0
3750767,fayettecamerontx,10.0
3750771,fayettevillecumberlandnc,1586.0
3750772,fayettevillefayettega,302.0
3750774,fayettevillelincolntn,94.0
3750776,fayettevillewashingtonar,292.0
3750779,feather_soundpinellasfl,20.0
3750781,federal_waykingwa,112.0
3750784,felidaclarkwa,50.0
3750787,feltonkentde,58.0
3750790,fennvillealleganmi,68.0
3750791,fenton_townshipgeneseemi,89.0
3750792,fentonbroomeny,22.0
3750793,fentonsaint_louismo,90.0
3750799,fergusonsaint_louismo,64.0
3750802,fernandina_beachnassaufl,409.0
3750806,ferndalewhatcomwa,53.0
3750807,fernleylyonnv,90.0
3750808,ferrisburghaddisonvt,10.0
3750809,ferrisellistx,14.0
3750810,ferrumfranklinva,17.0
3750811,ferrysburgottawami,25.0
3750812,ferryvillecrawfordwi,20.0
3750814,festusjeffersonmo,198.0
3750816,fife_lakekalkaskami,32.0
3750819,filertwin_fallsid,24.0
3750821,fillmoreventuraca,36.0
3750822,fincastlebotetourtva,20.0
3750825,findlayhancockoh,227.0
3750828,finksburgcarrollmd,33.0
3750830,finlaysonpinemn,10.0
3750832,finneytownhamiltonoh,17.0
3750839,fisherchampaignil,14.0
3750840,fishershamiltonin,344.0
3750841,fishersvilleaugustava,51.0
3750844,fitchburgdanewi,84.0
3750845,fitchburgworcesterma,84.0
3750847,fitzgeraldben_hillga,56.0
3750848,fitzwilliamcheshirenh,14.0
3750849,five_cornersclarkwa,51.0
3750851,flagler_beachflaglerfl,103.0
3750852,flagstaffcoconinoaz,318.0
3750855,flat_rockhendersonnc,58.0
3750859,flatwoodsgreenupky,27.0
3750860,fleetwoodashenc,29.0
3750861,fleetwoodberkspa,30.0
3750862,fleming_islandclayfl,148.0
3750866,flemingtonhunterdonnj,15.0
3750869,fletcherhendersonnc,70.0
3750871,flintgeneseemi,174.0
3750872,flintstonealleganymd,12.0
3750875,flippinmarionar,69.0
3750879,floral_citycitrusfl,36.0
3750883,florence_townshipburlingtonnj,18.0
3750884,florencebooneky,80.0
3750885,florenceflorencesc,354.0
3750888,florencelaneor,48.0
3750889,florencelauderdaleal,320.0
3750890,florencepinalaz,112.0
3750892,florenceravallimt,31.0
3750894,floresvillewilsontx,74.0
3750895,florham_parkmorrisnj,27.0
3750896,florida_citymiami_dadefl,28.0
3750900,florissantsaint_louismo,124.0
3750901,florissanttellerco,46.0
3750902,flossmoorcookil,78.0
3750905,flower_hillnassauny,17.0
3750906,flower_mounddentontx,212.0
3750907,flowery_branchhallga,170.0
3750908,flowoodrankinms,32.0
3750910,floydfloydva,46.0
3750912,floyds_knobsfloydin,42.0
3750913,flushing_townshipgeneseemi,32.0
3750914,flying_hillsberkspa,8.0
3750915,folcroftdelawarepa,38.0
3750916,foleybaldwinal,272.0
3750918,foleylincolnmo,5.0
3750920,folly_beachcharlestonsc,47.0
3750922,folsomdelawarepa,16.0
3750923,folsomsacramentoca,53.0
3750925,fond_du_lacfond_du_lacwi,238.0
3750926,fontanasan_bernardinoca,190.0
3750927,fontanawalworthwi,72.0
3750931,forest_acresrichlandsc,72.0
3750932,forest_cityrutherfordnc,50.0
3750935,forest_grovewashingtonor,64.0
3750937,forest_hillharfordmd,53.0
3750939,forest_hillsalleghenypa,65.0
3750940,forest_hillsdavidsontn,38.0
3750941,forest_hillskentmi,41.0
3750945,forest_lakewashingtonmn,48.0
3750946,forest_oaksguilfordnc,22.0
3750947,forest_parkclaytonga,38.0
3750948,forest_parkcookil,40.0
3750949,forest_parkhamiltonoh,16.0
3750952,forestbedfordva,188.0
3750954,forestburghsullivanny,18.0
3750955,forestdalebarnstablema,10.0
3750956,forestdalejeffersonal,39.0
3750963,forks_townshipnorthamptonpa,90.0
3750972,forsythtaneymo,48.0
3750974,fort_atkinsonjeffersonwi,48.0
3750980,fort_collinslarimerco,398.0
3750985,fort_gratiotsaint_clairmi,60.0
3750987,fort_huntfairfaxva,48.0
3750990,fort_lauderdalebrowardfl,2104.0
3750991,fort_leebergennj,286.0
3750995,fort_mc_coymarionfl,88.0
3750996,fort_mckinleymontgomeryoh,14.0
3750997,fort_meadepolkfl,14.0
3750998,fort_millyorksc,440.0
3750999,fort_mitchellkentonky,14.0
3751000,fort_mitchellrussellal,68.0
3751001,fort_morganmorganco,60.0
3751003,fort_myersleefl,2808.0
3751005,fort_paynede_kalbal,76.0
3751006,fort_piercesaint_luciefl,473.0
3751010,fort_salongasuffolkny,60.0
3751015,fort_thomascampbellky,66.0
3751016,fort_valleypeachga,59.0
3751017,fort_walton_beachokaloosafl,62.0
3751018,fort_washingtonprince_georgesmd,152.0
3751019,fort_wayneallenin,740.0
3751020,fort_whitecolumbiafl,44.0
3751021,fort_worthtarranttx,1886.0
3751022,fort_wrightkentonky,14.0
3751024,fortvillehancockin,10.0
3751026,forward_townshipalleghenypa,14.0
3751041,fountain_hillsmaricopaaz,404.0
3751042,fountain_inngreenvillesc,52.0
3751043,fountain_valleyorangeca,26.0
3751045,fountainbleaumiami_dadefl,154.0
3751046,fountainel_pasoco,32.0
3751047,fountainhead_orchard_hillswashingtonmd,27.0
3751048,fountainmasonmi,22.0
3751050,four_cornersmarionor,24.0
3751051,four_oaksjohnstonnc,34.0
3751056,fowleroteroco,11.0
3751058,fowlervillelivingstonmi,28.0
3751060,fox_islandpiercewa,18.0
3751061,fox_lake_hillslakeil,16.0
3751062,fox_lakedodgewi,31.0
3751063,fox_lakelakeil,52.0
3751064,fox_pointmilwaukeewi,28.0
3751065,fox_river_grovemchenryil,32.0
3751068,foxfiremoorenc,16.0
3751074,franconiafairfaxva,96.0
3751076,franconiamontgomerypa,8.0
3751079,frankfordsussexde,97.0
3751081,frankfortbenziemi,51.0
3751082,frankfortclintonin,58.0
3751083,frankfortfranklinky,220.0
3751084,frankfortrossoh,10.0
3751085,frankfortwillil,80.0
3751088,franklin_lakesbergennj,96.0
3751089,franklin_parkalleghenypa,28.0
3751090,franklin_parkcookil,40.0
3751091,franklin_squarenassauny,55.0
3751092,franklin_townshipadamspa,13.0
3751097,franklin_townshipgloucesternj,92.0
3751099,franklin_townshiphunterdonnj,21.0
3751101,franklin_townshipsomersetnj,116.0
3751102,franklin_townshipwarrennj,26.0
3751103,franklin_townshipyorkpa,14.0
3751104,franklincamerontx,11.0
3751105,franklinchesterpa,22.0
3751106,franklinfranklin_cityva,90.0
3751108,franklinjohnsonin,66.0
3751109,franklinmaconnc,397.0
3751111,franklinmilwaukeewi,53.0
3751114,franklinnorfolkma,68.0
3751115,franklinoaklandmi,21.0
3751119,franklinsimpsonky,66.0
3751121,franklintonfranklinnc,45.0
3751122,franklintonwashingtonla,70.0
3751125,franklinwarrenoh,28.0
3751126,franklinwilliamsontn,478.0
3751127,frankstown_townshipblairpa,66.0
3751129,franktowndouglasco,20.0
3751134,frazier_parkkernca,24.0
3751136,fredericcrawfordmi,28.0
3751137,frederickfrederickmd,553.0
3751138,fredericksburggillespietx,223.0
3751139,fredericksburgspotsylvaniava,778.0
3751143,fredericktownmadisonmo,73.0
3751144,frederickweldco,36.0
3751145,fredericpolkwi,22.0
3751146,fredoniachautauquany,33.0
3751148,fredonsussexnj,28.0
3751149,free_soilmasonmi,18.0
3751151,freeburgsaint_clairil,23.0
3751154,freedomcarrollnh,18.0
3751156,freedomoutagamiewi,13.0
3751158,freehold_townshipmonmouthnj,190.0
3751162,freelandsaginawmi,49.0
3751166,freeportbrazoriatx,24.0
3751167,freeportnassauny,188.0
3751172,freetownbristolma,18.0
3751175,fremontalamedaca,57.0
3751177,fremontnewaygomi,28.0
3751191,fresnofort_bendtx,40.0
3751192,fresnofresnoca,687.0
3751195,friday_harborsan_juanwa,98.0
3751196,fridleyanokamn,30.0
3751199,friendshipadamswi,88.0
3751201,friendshipknoxme,18.0
3751202,friendsvilleblounttn,30.0
3751203,friendsvillegarrettmd,18.0
3751204,friendswoodgalvestontx,158.0
3751208,friscocollintx,800.0
3751213,front_royalwarrenva,202.0
3751218,fruit_covesaint_johnsfl,180.0
3751220,fruitamesaco,49.0
3751221,fruitland_parklakefl,70.0
3751222,fruitlandpayetteid,28.0
3751225,frye_islandcumberlandme,10.0
3751226,fullertonlehighpa,25.0
3751228,fullertonorangeca,116.0
3751230,fultoncallawaymo,81.0
3751231,fultondalejeffersonal,40.0
3751233,fultonhowardmd,31.0
3751236,fultonoswegony,68.0
3751237,fultonrockwi,26.0
3751240,fuquay_varinawakenc,222.0
3751243,gadsdenetowahal,172.0
3751245,gaffneycherokeesc,84.0
3751246,gages_lakelakeil,22.0
3751247,gahannafranklinoh,56.0
3751248,gaines_townshipkentmi,30.0
3751249,gainesborojacksontn,18.0
3751252,gainesvillealachuafl,518.0
